"","Site","Cover","Year","AssSub","Gluc","Oxal","Glyc","AssTemp","LatN","LongE","Biome","MAT","MAP","MAT2","MAP2","MT3","MT2","MT1","Sand","Silt","Clay","Cper","Nper","Resp","SIR","pH","Hion","WHC","Moist","TotPLFA","SITE","COVER","YEAR","LogResp"
"552","AND","forest",2012,"Oxalic","0","1",0,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,0.49,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",-0.713349887877465
"553","BNZ","herb",2012,"Oxalic","0","1",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.1,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-2.30258509299405
"554","BNZ","forest",2012,"Oxalic","0","1",0,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.09,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-2.40794560865187
"555","CDR","herb",2012,"Oxalic","0","1",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.12,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-2.12026353620009
"556","CDR","forest",2012,"Oxalic","0","1",0,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.1,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-2.30258509299405
"557","CWT","herb",2012,"Oxalic","0","1",0,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.28,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-1.27296567581289
"558","CWT","forest",2012,"Oxalic","0","1",0,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.2,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-1.6094379124341
"559","HBR","herb",2012,"Oxalic","0","1",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.19,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-1.66073120682165
"560","HBR","forest",2012,"Oxalic","0","1",0,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,8.18,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",2.10169215061466
"561","HETF","herb",2012,"Oxalic","0","1",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.15,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.89711998488588
"562","HETF","forest",2012,"Oxalic","0","1",0,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,1.03,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.0295588022415444
"563","HFR","herb",2012,"Oxalic","0","1",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.11,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-2.20727491318972
"564","HFR","forest",2012,"Oxalic","0","1",0,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,13.09,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",2.57184857992181
"565","KBS","herb",2012,"Oxalic","0","1",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,0.45,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",-0.798507696217772
"566","KBS","forest",2012,"Oxalic","0","1",0,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.13,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-2.04022082852655
"567","KNZ","herb",2012,"Oxalic","0","1",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.19,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-1.66073120682165
"568","KNZ","forest",2012,"Oxalic","0","1",0,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,0.05,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",-2.99573227355399
"569","LUQ","herb",2012,"Oxalic","0","1",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.12,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-2.12026353620009
"570","LUQ","forest",2012,"Oxalic","0","1",0,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.16,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.83258146374831
"571","NWT","herb",2012,"Oxalic","0","1",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.15,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-1.89711998488588
"572","NWT","forest",2012,"Oxalic","0","1",0,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,1.85,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.615185639090233
"573","AND","herb",2012,"Glycine","0","0",1,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.55,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-0.59783700075562
"574","AND","forest",2012,"Glycine","0","0",1,12,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,0.59,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",-0.527632742082372
"575","BNZ","herb",2012,"Glycine","0","0",1,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.16,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.83258146374831
"576","BNZ","forest",2012,"Glycine","0","0",1,12,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.09,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-2.40794560865187
"577","CDR","herb",2012,"Glycine","0","0",1,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.19,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-1.66073120682165
"578","CDR","forest",2012,"Glycine","0","0",1,12,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.12,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-2.12026353620009
"579","CWT","herb",2012,"Glycine","0","0",1,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.42,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-0.867500567704723
"580","CWT","forest",2012,"Glycine","0","0",1,12,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.39,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-0.941608539858445
"581","HBR","herb",2012,"Glycine","0","0",1,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.33,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-1.10866262452161
"582","HBR","forest",2012,"Glycine","0","0",1,12,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,9.21,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",2.22028985026722
"583","HETF","herb",2012,"Glycine","0","0",1,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.18,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.71479842809193
"584","HETF","forest",2012,"Glycine","0","0",1,12,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,0.77,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",-0.261364764134408
"585","HFR","herb",2012,"Glycine","0","0",1,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.28,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-1.27296567581289
"586","HFR","forest",2012,"Glycine","0","0",1,12,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,8.11,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",2.09309786812732
"587","KBS","herb",2012,"Glycine","0","0",1,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,0.59,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",-0.527632742082372
"588","KBS","forest",2012,"Glycine","0","0",1,12,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.33,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-1.10866262452161
"589","KNZ","herb",2012,"Glycine","0","0",1,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.49,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-0.713349887877465
"590","KNZ","forest",2012,"Glycine","0","0",1,12,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,0.53,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",-0.63487827243597
"591","LUQ","herb",2012,"Glycine","0","0",1,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.16,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-1.83258146374831
"592","LUQ","forest",2012,"Glycine","0","0",1,12,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.15,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.89711998488588
"593","NWT","herb",2012,"Glycine","0","0",1,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.33,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-1.10866262452161
"594","NWT","forest",2012,"Glycine","0","0",1,12,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,1.16,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.148420005118273
"617","AND","herb",2012,"Glucose","1","0",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.93,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-0.0725706928348354
"618","AND","forest",2012,"Glucose","1","0",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.06,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.0582689081239758
"619","BNZ","herb",2012,"Glucose","1","0",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.14,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.96611285637283
"620","BNZ","forest",2012,"Glucose","1","0",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.23,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-1.46967597005894
"621","CDR","herb",2012,"Glucose","1","0",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.48,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-0.7339691750802
"622","CDR","forest",2012,"Glucose","1","0",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.25,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-1.38629436111989
"623","CWT","herb",2012,"Glucose","1","0",0,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,1.04,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",0.0392207131532813
"624","CWT","forest",2012,"Glucose","1","0",0,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.82,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-0.198450938723838
"625","HBR","herb",2012,"Glucose","1","0",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.49,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-0.713349887877465
"626","HBR","forest",2012,"Glucose","1","0",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,33.62,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",3.51512112798047
"627","HETF","herb",2012,"Glucose","1","0",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.34,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.07880966137193
"628","HETF","forest",2012,"Glucose","1","0",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,1.16,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.148420005118273
"629","HFR","herb",2012,"Glucose","1","0",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.26,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-1.34707364796661
"630","HFR","forest",2012,"Glucose","1","0",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,26.37,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.2722270003652
"631","KBS","herb",2012,"Glucose","1","0",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,1.62,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",0.482426149244293
"632","KBS","forest",2012,"Glucose","1","0",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.45,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-0.798507696217772
"633","KNZ","herb",2012,"Glucose","1","0",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.59,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-0.527632742082372
"634","KNZ","forest",2012,"Glucose","1","0",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,1.01,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",0.00995033085316809
"635","LUQ","herb",2012,"Glucose","1","0",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.23,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-1.46967597005894
"636","LUQ","forest",2012,"Glucose","1","0",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.5,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-0.693147180559945
"637","NWT","herb",2012,"Glucose","1","0",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.54,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-0.616186139423817
"638","NWT","forest",2012,"Glucose","1","0",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,2.24,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",0.806475865866949
"639","AND","herb",2012,"Oxalic","0","1",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,0.55,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",-0.59783700075562
"640","AND","forest",2012,"Oxalic","0","1",0,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.04,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.0392207131532813
"641","BNZ","herb",2012,"Oxalic","0","1",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.23,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.46967597005894
"642","BNZ","forest",2012,"Oxalic","0","1",0,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.19,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-1.66073120682165
"643","CDR","herb",2012,"Oxalic","0","1",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.21,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-1.56064774826467
"644","CDR","forest",2012,"Oxalic","0","1",0,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.21,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-1.56064774826467
"645","CWT","herb",2012,"Oxalic","0","1",0,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.44,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-0.82098055206983
"646","CWT","forest",2012,"Oxalic","0","1",0,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.36,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-1.02165124753198
"647","HBR","herb",2012,"Oxalic","0","1",0,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.44,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-0.82098055206983
"649","HETF","herb",2012,"Oxalic","0","1",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.33,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.10866262452161
"650","HETF","forest",2012,"Oxalic","0","1",0,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,2.36,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.858661619037519
"651","HFR","herb",2012,"Oxalic","0","1",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.25,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-1.38629436111989
"652","HFR","forest",2012,"Oxalic","0","1",0,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,34.91,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.55277332111694
"653","KBS","herb",2012,"Oxalic","0","1",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,0.72,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",-0.328504066972036
"654","KBS","forest",2012,"Oxalic","0","1",0,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.26,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-1.34707364796661
"655","KNZ","herb",2012,"Oxalic","0","1",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.32,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-1.13943428318836
"656","KNZ","forest",2012,"Oxalic","0","1",0,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,0.13,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",-2.04022082852655
"657","LUQ","herb",2012,"Oxalic","0","1",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.22,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-1.51412773262978
"658","LUQ","forest",2012,"Oxalic","0","1",0,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,24,31.8,44.2,6.1,0.45,0.28,1.05,4.69,20.42,1.449,54.18,36.77,"LUQ","forest","2012",-1.27296567581289
"659","NWT","herb",2012,"Oxalic","0","1",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,62,31.6,6.4,8.16,0.71,0.32,1.58,4.3,50.12,0.8758,31.63,89.42,"NWT","herb","2012",-1.13943428318836
"660","NWT","forest",2012,"Oxalic","0","1",0,20,39.99,-105.37,"tun",-3.2,1000,4.4,631,7.1,8.3,9.6,46.8,38,15.2,14.2,0.89,3.72,2.83,4.64,22.91,2.5897,65.44,280.35,"NWT","forest","2012",1.31372366828506
"661","AND","herb",2012,"Glycine","0","0",1,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,71.8,26.8,1.4,10.1,0.77,1.01,2.53,5.13,7.41,1.228,39.83,151.39,"AND","herb","2012",0.00995033085316809
"662","AND","forest",2012,"Glycine","0","0",1,20,44.21,-122.26,"temp",8.5,2257,9.3,1768,5.7,7.7,9.1,79.8,18.2,1.8,12.58,0.47,1.11,2.52,4.85,14.13,2.0903,53.08,211.13,"AND","forest","2012",0.104360015324243
"663","BNZ","herb",2012,"Glycine","0","0",1,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,NA,NA,NA,10.18,0.64,0.2,0.38,4.79,16.22,0.4744,28.3,18.31,"BNZ","herb","2012",-1.6094379124341
"664","BNZ","forest",2012,"Glycine","0","0",1,20,64.85,-147.84,"bor",-2.94,269,-2,324,-1,5.6,8.2,23.8,68.4,7.8,5.16,0.31,0.17,0.91,5.78,1.66,0.3967,19.92,23.42,"BNZ","forest","2012",-1.77195684193188
"665","CDR","herb",2012,"Glycine","0","0",1,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,93.8,5.6,0.6,0.88,0.08,0.36,0.84,5.73,1.86,0.2988,4.11,20.13,"CDR","herb","2012",-1.02165124753198
"666","CDR","forest",2012,"Glycine","0","0",1,20,45.4,-93.2,"temp",6.7,269,6.4,803,10.8,12.3,16.2,91.4,5.8,2.8,1.9,0.14,0.18,0.56,4.5,31.62,0.2916,7.86,18.08,"CDR","forest","2012",-1.71479842809193
"667","CWT","herb",2012,"Glycine","0","0",1,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,71.2,25,3.8,2.58,0.2,0.93,2.99,5.39,4.07,0.91,26.88,112.15,"CWT","herb","2012",-0.0725706928348354
"668","CWT","forest",2012,"Glycine","0","0",1,20,35,-83.5,"temp",13.3,1000,13,1752,15.8,17,19.1,63.8,26.4,9.8,7.61,0.37,0.71,2.53,4.49,32.36,0.775,24.36,77.67,"CWT","forest","2012",-0.342490308946776
"669","HBR","herb",2012,"Glycine","0","0",1,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,79.4,16.8,3.8,5.19,0.36,0.55,2.22,4.09,81.28,0.975,32.39,153.25,"HBR","herb","2012",-0.59783700075562
"670","HBR","forest",2012,"Glycine","0","0",1,20,43.94,-71.75,"temp",5.6,1400,6.8,1074,11.8,14.3,17.3,93.2,4,2.8,15.53,0.84,11.38,19.39,4.61,24.55,5.7022,76.62,491.08,"HBR","forest","2012",2.43185742869818
"671","HETF","herb",2012,"Glycine","0","0",1,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,95.4,0.8,3.8,10.4,0.7,0.35,1.74,5.48,3.31,1.3301,47.17,72.78,"HETF","herb","2012",-1.04982212449868
"672","HETF","forest",2012,"Glycine","0","0",1,20,19.81,-155.26,"trop",15,1618,21.7,3720,21.7,22,22.2,73.4,23.8,2.8,15.02,1.12,1.29,2.71,3.85,141.25,2.9885,65.27,237.43,"HETF","forest","2012",0.254642218373581
"673","HFR","herb",2012,"Glycine","0","0",1,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,65.2,28.8,6,2.81,0.22,0.53,1.38,7.64,0.02,0.5311,16.83,38.63,"HFR","herb","2012",-0.63487827243597
"674","HFR","forest",2012,"Glycine","0","0",1,20,42.53,-72.19,"temp",7.1,1066,8.3,1226,9.9,12,15.5,NA,NA,NA,20.83,1.04,23.28,25,4.41,38.9,4.3283,64.88,420.81,"HFR","forest","2012",3.14759462286324
"675","KBS","herb",2012,"Glycine","0","0",1,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,38.2,52,9.8,3.44,0.29,0.96,3.58,5.61,2.45,0.6803,20.23,110.82,"KBS","herb","2012",-0.0408219945202552
"676","KBS","forest",2012,"Glycine","0","0",1,20,42.4,-85.4,"temp",8.8,890,8.4,950,11,12,16.3,59.2,33.6,7.2,2.87,0.19,0.52,1.56,5.45,3.55,0.4855,15.59,57.98,"KBS","forest","2012",-0.653926467406664
"677","KNZ","herb",2012,"Glycine","0","0",1,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,18.4,49.8,31.8,3.05,0.27,0.72,3.2,6.94,0.11,0.5525,8.31,42.06,"KNZ","herb","2012",-0.328504066972036
"678","KNZ","forest",2012,"Glycine","0","0",1,20,39.09,-96.57,"temp",12.9,847,12.2,868,16.6,18,21,64.2,23.2,12.6,10.46,0.82,1.25,3.39,7.91,0.01,0.8035,22.83,110.46,"KNZ","forest","2012",0.22314355131421
"679","LUQ","herb",2012,"Glycine","0","0",1,20,18.3,-65.8,"trop",22.8,1100,18.5,4381,17.6,18.2,18.7,26.6,31.4,42,4.58,0.38,0.24,0.91,5.02,9.55,1.0972,48.9,54.56,"LUQ","herb","2012",-1.42711635564015
